Year,Canton,Einwohner in 1000,pro km²,Veränderung in %,Ausländer in %,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Landwirtschaftsflächen in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor.1,im 2. Sektor.1,im 3. Sektor.1,Neu gebaute Wohnungen pro 1000 Einwohner,Leerwohnungsziffer,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),FDP,CVP,SP,SVP,BDP,EVP/CSP,GLP,PdA/Sol.,GPS,Kleine Rechtsparteien,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Wohneigentumsquote,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Veränderung in %.1,Veränderung in %.2,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Durchschnittliche Wohnfläche pro Bewohner in m²,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Hochschulabschlussquote,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
2019,JU,73.29,87.4050398922,4.652159013,14.6964115159,21.2129894938,58.2030290626,20.5839814436,53.2978578251,6.1282753868,90.2078855399,3.225753523553251,0.0,1.44702848376458,67.3486800007,8.7649925345,14.4879977686,6.695603439,48.7365998498,43.5160563313,1.0517403799,76.04,3.7,62341.06003,-0.08675,42.019,3.055,15.426,23.538,6331.0,1078.0,1225.0,4028.0,5.221071144,2.5567659798,589.1934028,15.45,72.71,3.214,150.0886888,4.716597791,164.5654250239,30.28351754,45.22248919,24.49399327,16.7815,27.6328,23.7114,12.8474,0.0,6.6153,0.0,3.7786,7.2752,0.0,31.66,2.273531,52.8,4.016064257,2.4451547687,9.4937573423,9.0702947846,37.5888262681,-1.5608816091,16.2402622925,39.5919313418,47.0,63.837,103.669,5.289074166,32.06,37.3348650201,5.0053335521,2.8719126939
2020,ZH,1520.968,915.7878891879,10.7714985711,26.8509265152,19.735983926,63.253073043,17.010943031,99.3285197322,81.89413479420618,3.3294311554052376,5.8281871859528005,0.322350345066309,8.821486176915291,26.1691910633,28.236303716,29.3655315095,21.8601960841,41.6542788559,30.3508112329,6.1347138271,81.97268147704125,2.1275,95608.0,2.3845,1027.427,11.563,139.281,876.583,118647.0,3678.0,13233.0,101736.0,5.4362691696,0.890223198,492.3800775,46.43,40.59,3.2041,261.4124689,4.0978193197,138.1080995787,14.921207564880357,42.4015800112439,42.67721242387573,13.660914879,4.40844631,17.309270298,26.700010093,1.640260327,3.301502195,13.994563849,0.310207478,14.07711271,1.797094255,680.791,2.192661,29.2,5.4718287094,2.0136752747,11.1849546857,7.3129599109,18.3113142571,-7.5815517286,13.4392192913,21.8271687687,44.5152352718,3298.643,5698.59,5.229994602,22.15,60.339842031,8.813796826,6.3622331565
2020,BE,1034.977,177.2054001764,5.6312397811,16.335725335,19.0420656691,60.1377615155,20.8201728154,74.6805001464,83.98981670533105,10.949706946378951,3.238422122361764,0.139747990108716,4.039713458681641,15.4544358979,50.2516854349,20.8324159716,6.9129442561,42.578783099,31.3323488942,19.1759237507,82.37108895653718,1.7846,76085.0,0.2188,637.457,33.007,130.188,474.262,80319.0,10936.0,11649.0,57734.0,4.171403577,1.8700737239,519.2449807,32.53,49.68,4.0158,224.9325347,4.8345035687,158.3184940342,16.74784897938697,51.02787941770671,32.22427160290634,8.360142453,1.872670843,16.822887211,30.030827962,8.041438968,4.176610747,9.735170906,0.617153166,13.585042099,2.817933211,469.733,2.160817,40.3,4.7674293102,1.8517953848,9.8204203759,9.1486242457,19.3141996583,-3.1678490606,12.5049709358,18.4568684013,45.629930117,2860.6,5549.868,4.854510337,24.27,48.5818415984,11.7483217376,2.5748550614
2020,LU,409.557,286.5758428146,8.4603161993,18.5285564647,20.3544317397,62.0489944013,17.5965738591,63.7598673689,88.86755212584403,1.706908065593233,3.1401647250871854,0.1933792802552496,4.140387326556355,60.3496327076,10.0366550419,18.1194627885,9.6338262081,53.4494535519,29.9320957891,6.9846244509,81.9598947195043,1.6218,66655.0,1.1455,250.821,13.624,57.132,180.065,32295.0,4752.0,4620.0,22923.0,6.777442569,1.5050495393,532.3070262,25.52,57.87,2.4046,177.2647031,3.8450098155,127.1202787402,18.23717186000601,49.09019786198488,32.67263027800908,15.558173557,25.490116765,13.517649597,24.746008953,0.0,0.712169323,7.0978447,0.0,12.228227894,0.148821562,176.401,2.277912,35.3,4.9211886827,1.7229061972,10.8153414626,7.6954842947,31.7187070781,-3.9628974627,10.0729904681,16.6024567858,46.3546041744,1245.782,2174.803,5.382340545,24.25,43.9255509144,7.4882043561,2.0885300586
2020,UR,36.433,34.4578746264,2.8541584326,12.3432053358,20.1465704169,59.4268932012,20.4265363819,88.6229517196,93.01963125082902,0.6902226090993501,2.9683518371136755,0.1838663284255206,2.4265388645708983,78.6476986338,5.1333068046,10.0046425255,1.855430642,24.1763448853,20.0984855524,53.8697389204,81.97030421511762,1.0617,52468.0,0.3683,18.45,1.499,5.316,11.635,2800.0,594.0,416.0,1790.0,10.7068750865,1.8756859224,551.4201493,10.65,67.26,1.2122,112.5353388,1.729201548,153.8165948453,25.056493169762145,49.654614544550014,25.28889228568784,0.0,39.205020921,22.251046025,36.326359833,0.0,0.0,0.0,0.0,0.0,0.0,15.307,2.326909,49.1,4.6746961448,1.0999285046,9.7893636914,8.9094208876,23.5767326733,-5.5186435755,15.4317662698,11.9948190053,46.270265753,152.178,255.421,4.63125,29.42,20.5239813769,1.0468607951,2.4794071462
2020,SZ,159.165,186.9582070618,8.47474954,21.5732101907,19.4678478309,62.7945842365,17.7375679326,82.0331102943,89.53030004396804,2.0354170141152568,3.2293767151325863,0.342330450141759,6.418575738738875,59.3515472202,10.6432979062,19.3557924102,6.0603724547,40.5438146317,33.7367708115,19.6590421021,80.57963202427072,1.1083,60313.0,1.157,82.994,4.427,21.086,57.481,15351.0,1642.0,2420.0,11289.0,8.347074033,1.4372833321,644.8528617,18.64,67.47,1.4367,146.3889674,2.104734081,153.2874689787,18.09740891837871,49.1974978431557,32.70509323846561,23.098084599,18.397850201,13.814815178,36.892794445,0.0,0.602669596,4.58401577,0.0,2.609770211,0.0,68.181,2.293748,42.7,5.0937541474,1.7189840299,10.2886250024,7.2804029501,31.4695340502,-3.5009564739,11.9127231734,15.1853262516,49.4822294436,309.37,564.533,4.307350822,25.35,26.973763676,6.7831736607,2.3839645012
2020,OW,37.841,78.7337189464,6.3397498946,14.65341825,20.1870986496,61.0448983906,18.7680029598,27.3988530958,91.23142656718322,1.3298744021427205,1.5713804923155412,0.1867966328678018,4.3619667113066765,69.6384159174,7.314584529,15.4518206747,3.8296918311,36.857981412,40.6958258601,18.6165008968,84.26352511591814,0.722,66970.0,0.981,22.189,1.743,7.226,13.22,3654.0,651.0,534.0,2469.0,5.1099577291,0.8669850248,602.1024617,13.17,68.64,1.0725,124.2039058,1.3292098554,139.293359055,22.151049312481582,49.09542950801125,28.753521179507185,11.591707418,36.67607962,2.920311316,37.275294442,0.0,0.0,0.0,0.0,0.0,0.0,16.025,2.325866,49.1,4.9326402885,1.1403415721,10.1835154344,6.8420494325,34.2142857143,-4.3278133432,34.7975204545,12.698029316,47.9146645908,364.86,673.298,4.245325147,26.48,35.5821689953,2.3952095808,1.7032601464
2020,NW,43.223,179.0884607417,5.3602769111,14.6935659255,18.2402887352,61.4302570391,20.3294542258,50.6073155496,91.7336993822924,1.4325858613589566,2.6044030199039123,0.3794741249142073,5.183253260123542,65.7048730268,9.8339052848,17.3534660261,5.370732768,37.0261651084,33.311589476,24.2915126477,81.38341390414793,0.8348,71329.0,3.38691018,23.666,1.239,6.795,15.632,4098.0,457.0,570.0,3071.0,6.9320424852,1.4977010971,625.8465405,16.91,68.11,0.903,122.6199014,2.3043287139,137.0335238183,17.146254355866525,49.67279315616976,33.18095248796372,0.0,35.795983508,0.0,64.204016492,0.0,0.0,0.0,0.0,0.0,0.0,19.022,2.236778,39.9,5.1744941526,1.8331167626,10.02413217,6.9844069055,27.7586206897,-3.4486016629,19.6787473848,13.9126760563,49.5336354458,196.522,328.506,4.472652033,32.45,28.8812865089,3.002164351,1.3498103284
2020,GL,40.403,59.3550756574,4.6492954828,24.0873202485,19.1223424003,60.8024156622,20.0752419375,76.5017449199,86.94341852563156,0.9344312601565964,6.160437287634806,0.1738311715172108,3.7198995420298417,32.2085980204,31.4256167824,21.1552666568,2.9105816787,30.0424551012,30.8288227828,36.2181404374,79.96940161977798,1.3715,68671.0,2.3942,22.043,1.091,8.014,12.938,3306.0,388.0,616.0,2302.0,6.775101502,1.7091401845,586.30945,14.96,65.74,1.8811,138.603569,3.6441075341,158.2803257184,24.317238485672675,52.42655766329237,23.25620385103498,0.0,0.0,28.192747339,0.0,63.027197477,0.0,0.0,0.0,2.749310209,0.0,17.921,2.213493,50.4,4.507628294,1.6346344363,10.0802456905,8.9904893996,17.1462125661,-3.9298049099,31.0199718787,19.0953424658,49.8339742309,68.078,135.265,5.540251184,19.91,24.8333292027,4.4362933406,2.6022949763
2020,ZG,126.837,612.2954380883,12.1409309933,28.3198120422,20.2850903128,62.7553474144,16.9595622728,100.0,81.59822568721016,3.383483913089397,3.982602517450289,0.2095487695985713,11.538793889758336,50.1176154311,13.7557247511,23.5115647173,13.849440744,43.4250764526,27.3511792552,15.3743035482,80.5873000394071,1.9376,151747.0,-0.882,112.916,1.897,22.236,88.783,17955.0,592.0,1688.0,15675.0,5.0908445477,0.4150365708,677.90083,30.59,52.06,1.668,208.929571,4.4703044064,131.2708436813,12.997195843437224,41.17156521293423,45.83123894362853,14.676798965,23.781401048,9.345428552,26.610899312,0.0,0.820341752,5.535604874,0.0,19.229525495,0.0,54.467,2.291608,33.8,5.3992341175,1.8711002228,10.6478288102,6.4537100905,27.4971075974,-6.0204914317,16.1031229034,19.121643088,47.251849136,152.936,302.196,4.503292377,32.57,34.770891637,4.6403712297,2.4876216901
2020,FR,318.714,200.3646262267,14.442373776,22.7034268968,22.3416605483,61.9307592387,15.727580213,74.852375484,27.417048779252557,68.7670197555778,2.3869537608059623,0.0564540315637332,3.647633109584825,59.7891595601,11.7851702657,18.3176397714,8.374566972,56.2532533191,26.9491495001,8.4230302088,79.76490615398075,2.4628,59444.0,1.0967,153.309,8.769,37.791,106.749,21798.0,2938.0,3446.0,15414.0,7.0051360311,1.8315623822,591.5150092,18.96,70.87,2.2582,145.2713091,2.7166968351,129.9378125843,25.40114678418065,43.001712861663655,31.597140354155705,15.420336853,17.801419498,21.225821533,20.181175819,0.652053895,3.99422386,5.380066349,0.0,12.463795507,0.734451756,130.758,2.39167,44.4,4.3831691354,1.8744438203,11.1898615941,6.4942851553,34.6449874928,-4.3107045091,7.3274824066,27.1660363143,44.8453891656,280.494,444.342,5.202632479,29.83,40.8443730679,12.3463059472,6.0208078102
2020,SO,273.194,345.6183186792,7.0157158302,22.6194572355,19.0542252026,61.3864140501,19.5593607473,85.972971588,88.45085190039319,2.6989951944080386,4.81127129750983,0.1049893971166448,3.833551769331586,33.1821756225,20.5251201398,31.2970729576,13.856801245,42.310563407,42.7420069082,1.0906284398,80.64267629247719,1.8775,65459.0,0.6101,143.195,4.231,37.523,101.441,18318.0,1438.0,3089.0,13791.0,5.5856384143,3.3988277898,579.3753132,21.66,63.53,3.5784,161.0577099,2.5124200466,158.6418442572,19.240692661052243,52.2072411438376,28.552066195110157,18.520253856,14.198910536,18.440053101,25.909276062,1.988767673,1.199423399,6.807988839,0.0,11.41721066,0.602560937,121.266,2.217439,50.4,4.6968011075,2.1152130086,9.7644989406,9.0484112033,24.3896900193,-5.7817474853,15.3288498658,23.1132503671,49.6384297673,226.395,431.28,5.192612299,24.5,51.9909222199,6.4509711456,1.5878746795
2020,BS,194.766,5271.0690121786,5.3073803731,36.4021441114,17.2437694464,62.8785311605,19.8776993931,100.0,77.27694054817225,5.354654553267242,6.181516834965164,0.1598551425677542,10.98308830299868,16.7938368988,16.182437617,49.3625118934,71.0654407788,12.0335316387,12.4121146566,4.4889129259,77.34703786271172,2.9783,185826.0,6.4501,190.966,0.058,36.445,154.463,17093.0,18.0,1495.0,15580.0,1.9267623142,1.0158064545,341.1875735,51.0,17.35,6.2262,440.0151977,11.1320377581,172.714950248,18.65310259674062,36.62907437635742,44.71782302690194,21.376396421,4.570072075,32.650037138,12.350466749,0.367651176,2.017789091,5.698406596,0.0,17.695032417,0.282176943,96.431,1.963611,14.9,5.2949258247,1.8575978841,10.6773285581,10.6876199591,1.3107170393,-5.6722689076,40.445801426,32.6516538462,40.9872781035,742.186,1386.499,5.55497087,26.05,106.3236173856,18.7563174289,16.1262041793
2020,BL,288.132,556.5939691309,5.0028425242,22.8145433343,19.2023100523,58.8608693238,21.9368206239,97.6198409063,87.0942787407438,3.49811773466264,5.202498655524759,0.1705153228809001,6.141149216067514,25.4945600463,30.2482108137,30.4488478881,17.4315293391,40.506818094,41.3315563797,0.7300961873,79.59646487707641,1.8526,71065.0,2.7789,149.179,3.202,39.181,106.796,19625.0,970.0,3149.0,15506.0,5.1781362911,1.0572187777,517.0665765,37.05,47.18,2.9823,245.026585,3.3986515694,171.5429039468,15.585939640466323,50.94166574334356,33.47239461619012,16.519484699,8.488285778,21.795546877,25.14782189,1.182940787,3.49671446,5.257595869,0.0,17.995692413,0.0,127.664,2.223767,46.1,4.3257904391,2.0550981909,9.1210195513,8.505533291,17.4235523748,-5.6727698052,16.2523999877,23.6080388767,47.7253958006,141.623,284.89,5.067459,31.62,34.1645094644,2.4736693575,0.5783508639
2020,SH,81.991,274.9991614959,7.3799046571,26.0577380444,18.7959654108,60.0468344087,21.1572001805,89.7976607189,87.90627141628148,1.5995683935783964,4.06380776016681,0.082789489800382,4.561030022892638,22.5485192692,35.3261107304,25.3947886441,11.4030090809,43.8896893744,43.3569011158,1.3504004289,80.15447921954721,2.8844,85895.0,0.7939,45.92,1.948,13.34,30.632,6569.0,608.0,960.0,5001.0,6.7600193143,2.5618083353,561.8861477,29.72,54.85,2.7424,191.4844312,3.5433892427,143.2352331353,18.07923010184161,50.61694583756147,31.303824060596916,11.034767528,2.142208275,26.15575192,39.451647535,0.0,1.879593691,5.949293914,0.0,6.829630853,0.0,37.252,2.162112,41.7,4.7507683266,1.6162407709,9.4525596601,9.4770481566,14.5069000337,-3.8884812913,6.5519213132,29.0291027574,50.7204615936,93.949,154.698,5.297937357,23.42,46.3423928409,8.7276124448,5.0521812885
2020,AR,55.234,227.4501729534,4.1816775751,16.3196581816,20.1470108991,60.1441141326,19.7088749683,76.6086106384,91.741362805674,1.1382912061613435,2.4323383517535464,0.2467863762944913,3.713775998607606,28.4918631973,37.9536158733,21.3493168567,9.1840935287,54.7917009715,34.5010703112,1.5231351885,82.64283776676025,1.5748,56038.0,0.2018,26.898,1.718,7.687,17.493,5164.0,734.0,849.0,3581.0,3.9123630673,2.2985741282,580.1043894,20.42,62.58,2.3198,175.6164681,8.9757599178,163.8483542745,19.13784604835148,49.97666319033628,30.885490761312205,48.436899423,0.0,0.0,49.455477258,0.0,0.0,0.0,0.0,0.0,0.0,23.767,2.286448,51.8,4.5284932797,1.97442307,10.7234720864,8.3143136616,21.912568306,-2.8390016056,23.7176426557,16.9594811159,50.682253078,69.236,121.708,4.174455487,28.89,28.7433397369,3.4434013556,0.616187611
2020,AI,16.145,93.6050556586,2.913054564,11.2976153608,21.2078042738,59.64694952,19.1452462063,0.0,93.83804143126176,0.6311039548022599,1.563769792843691,0.0,3.6347483239171376,72.5122410546,9.747645951,9.7702448211,4.716050815,53.7212135275,31.9508092117,9.6119264458,83.2910028824365,1.0729,61633.0,0.0763,8.912,1.042,2.806,5.064,1898.0,479.0,301.0,1118.0,3.9367618572,2.0223325062,604.5327538,8.61,68.82,0.9997,123.8773614,2.0234433664,150.4490554351,20.63731742895264,53.340369853662565,26.0223127173847,0.0,61.271471578,8.730299274,29.077386223,0.0,0.0,0.0,0.0,0.0,0.0,6.463,2.45892,55.1,3.5968992248,1.5503875969,10.480620155,8.496124031,39.5547945205,-2.7296587927,6.0976121768,15.4998264642,49.2784714815,96.06,159.514,3.837634409,27.63,21.0493635517,0.9313877678,0.0
2020,SG,507.697,260.2239876986,6.0116055936,24.1092620205,20.5335071903,61.2174190511,18.2490737586,82.4271169615,88.02358605007397,1.2052290815331408,3.5400482377062827,0.3258661617723313,3.608789347744388,43.9674324125,20.9065739336,19.0643597562,9.5571543238,46.4975649151,30.4988846375,13.4463961236,80.77911531795336,1.8355,73059.0,0.9659,301.259,11.227,87.522,202.51,38739.0,4133.0,6716.0,27890.0,5.5456947739,2.1797159929,556.2270402,21.96,60.54,2.1679,195.3921335,4.5277086727,153.107069768,19.442005752680394,51.95295870128231,28.605035546037293,14.994611338,18.780428983,12.690110486,31.319242422,0.636465038,1.56428209,7.31853147,0.0,10.535650584,1.179099528,220.28,2.26913,42.6,5.2075153376,1.8016896767,10.6046822201,7.6650832738,24.196645756,-4.3258853929,13.3957143016,18.0768375949,47.4987109722,476.59,983.647,4.954525955,22.54,36.5236998847,9.8794101679,2.8869435649
2020,GR,198.379,27.9195089925,2.989289849,18.6420941733,17.9893033033,60.684850715,21.3258459817,44.8343826716,74.49853171032066,1.4588168427035475,13.344266565623077,15.307511959456258,3.3077961445554878,41.9747312083,31.9560223559,18.1606119452,1.9511611541,28.7618578466,27.6409570725,41.6460239268,80.9367108278129,1.1453,70909.0,-0.7022,128.531,7.067,26.711,94.753,20731.0,2474.0,3040.0,15217.0,6.5603644647,1.6827102669,572.5460867,17.42,53.62,1.3513,188.5280196,5.6941925254,152.5211841979,19.184395088742736,53.30234803104209,27.513256880215145,13.630094131,16.348576979,17.118767695,29.938917101,9.099865528,0.0,8.347304851,0.0,5.516473716,0.0,91.447,2.134034,46.2,4.3102251765,1.7210618093,9.0545011318,9.0292656214,22.8118355776,-6.0242903064,65.1691665431,24.5968819579,46.9612394602,1926.828,5132.212,5.121227535,27.2,34.4032988357,6.8372008409,1.0106727038
2020,AG,678.207,486.1350440829,10.9149159561,25.1286111762,20.2364469845,62.1128947357,17.6506582798,85.0340677699,86.88004088094141,2.0227846925174298,5.214106783591877,0.1899319961263164,4.797614325482335,32.1605077241,23.5415616948,27.9975485729,16.9899212935,44.0592613697,36.3973075964,2.5535097404,81.26038115748362,2.4715,62337.0,0.7677,341.51,10.581,94.013,236.916,45625.0,3454.0,7273.0,34898.0,8.5611534647,2.5857891179,588.7407822,24.64,62.9,2.1936,170.7443303,4.5427436579,146.9433373587,17.70549376623136,50.5708848374863,31.72362139628233,13.554601603,9.894579191,16.466316447,31.528317065,3.068081119,3.643545177,8.505534944,0.0,9.781515892,0.996939655,292.608,2.288246,49.1,4.9674064905,1.8796393405,10.2950277758,7.0857066621,23.4730848861,-6.9038695986,10.314144852,18.7142233313,49.7911130913,360.553,725.507,5.003741763,24.56,37.3747369551,5.146142703,2.0313329001
2020,TG,276.472,320.3169895264,11.2814155303,24.869787899,20.3185132672,62.0844063775,17.5970803553,67.0715298475,89.40502481796514,1.246802090394245,4.230205759517197,0.1937874488881114,3.4067303697548814,31.5920669976,31.4704917674,21.7777097501,12.2742080261,51.9389617856,21.3895976843,14.397232504,80.75325642519105,1.891,60143.0,-0.2797,136.06,8.691,40.825,86.544,20675.0,2675.0,3584.0,14416.0,9.4788130428,2.6512117706,631.1700834,17.35,67.39,1.5898,161.3183252,5.6251033088,151.5741196215,18.3493581538327,53.25167285623281,28.398968989934453,11.453251962,12.691685861,12.642046443,36.674715675,2.274830727,2.667306876,8.147823404,0.0,10.599175615,2.849163437,119.717,2.280269,47.0,4.9211936621,1.7700305121,10.7982764919,7.5126346377,26.5357031494,-4.8343281651,14.3683690487,19.3262468542,51.4435133198,207.915,425.687,5.073255053,23.43,35.6828499531,4.6201438271,2.7903477343
2020,TI,353.343,129.0628104728,5.8696101608,27.7993337918,18.140447101,59.2483790538,22.6111738452,92.7651035962,10.602235126838798,4.978539061565652,88.52969316837867,0.1084492578368968,3.6662990179793495,65.0545493203,3.8613078548,20.8470094216,5.6470797404,12.9437283314,50.693572762,30.7156191661,71.8513719934292,2.7882,80532.0,-2.678,232.674,3.341,51.254,178.079,38886.0,1200.0,5502.0,32184.0,7.1619047619,2.2904965502,635.1718503,18.1,68.3,2.7294,228.1069669,5.3092887081,164.2539968246,22.771764711685623,44.47488220909474,32.75335307921959,20.528249984,18.196590564,14.068040661,11.658416492,0.0,0.0,0.989424016,0.829912675,12.112355204,17.982277049,163.485,2.125253,40.5,3.6998693165,1.9234794612,7.2300198571,8.9158930319,21.6282453856,-16.134531214,20.651717978,12.5634608974,47.9010936527,1098.2,2270.801,6.41675712,31.52,38.3309443639,9.7226816394,2.4144141088
2020,VD,799.145,283.2802796132,12.0378924996,33.1938509282,21.9822435228,61.5751834773,16.4425729999,89.6191554724,5.892957363220463,83.06140024026382,5.374086448594518,0.0557940719461833,8.77797859889392,29.1278917854,22.8477911653,32.7134505998,9.3209970706,42.4078749521,32.1370645132,16.1340634641,76.76330995166694,3.4026,68102.0,-5.3943,447.141,13.442,72.999,360.7,60526.0,3876.0,8099.0,48551.0,6.188664436,1.0964096956,526.0027057,32.52,56.28,4.55853,243.0097166,4.6958371697,127.1646572274,22.62620205097012,37.978625996071,39.3951719529589,23.339751958,2.425096478,20.387705362,17.378684016,0.376039244,1.300073599,8.372753395,4.068433365,19.677598961,0.403892911,349.758,2.239543,31.0,4.1839532643,1.9669981423,10.9729858052,7.2223750435,24.7780972622,-5.1017493504,8.6419564509,29.5261338043,42.8009966919,1451.998,2912.563,5.791335422,27.39,61.5334958122,10.1925411881,4.438117885
2020,VS,343.955,65.9674607452,10.0008315104,22.6994810368,19.7714817345,60.6183948482,19.6101234173,78.7931560815,25.29497542747776,67.6589151634546,4.1545439886707,0.0529381866109549,3.676764419268223,70.0001402141,5.4658964238,15.4501924439,3.5337440691,18.9872472855,23.9763664238,53.5026422216,77.796523739133,2.7177,54083.0,2.1563,176.69,10.127,37.409,129.154,29268.0,3122.0,4397.0,21749.0,8.4941151497,2.0908906914,645.0449976,13.86,69.73,1.7996,180.5468739,3.9107536974,138.9367795206,27.29821809931865,45.274030056647504,27.42775184403385,16.481001968,34.784426029,15.066706393,19.775916248,0.0,1.030498026,0.796211111,0.0,10.588353818,0.0,150.387,2.244589,57.3,4.3535477621,2.080482275,9.7050267136,7.948434386,34.6288464343,-10.5499499554,18.6186652216,13.3781269231,45.5453551499,1761.447,4129.344,6.028074475,29.88,32.533539505,9.9161548982,3.5875043563
2020,NE,176.85,246.742193822,2.7689804457,25.2796154934,21.1258128357,59.8314956178,19.0426915465,87.8252756573,5.3465306094663685,87.66363283616634,5.989829746969006,0.0684211465020183,4.039510139619739,21.0763858161,19.8326741503,46.0554530664,8.3526537531,41.6947124374,38.4787973974,11.4738364121,76.67623906617732,3.5073,86584.0,2.5987,105.379,2.486,33.838,69.055,13602.0,885.0,2423.0,10294.0,3.4888865244,2.3909352005,544.9922456,25.13,62.28,7.1953,238.6202997,3.3961293723,136.1945151258,25.955002637820407,42.52705465647762,31.51794270570199,22.348833882,4.172843039,16.634139362,12.658749463,0.0,0.0,9.067391615,14.123909,20.808127057,0.0,81.046,2.142339,31.6,3.5793401613,2.3110700254,9.3344682002,9.0244466115,18.4131471992,-2.4582276266,8.4942411235,39.6047222362,44.7634264339,135.174,226.838,4.97829248,34.29,57.7083005552,10.3504079477,2.3825043267
2020,GE,499.48,2032.0585842148,9.1246736506,40.029630816,21.1241691359,62.4673660607,16.4084648034,100.0,4.528772753963594,80.60775102759835,6.657369348209043,0.0634975856681486,12.010580068786176,32.4776130358,8.9736599279,41.4523215334,33.3557665061,39.533153868,12.3937376027,14.7173420232,74.74470085690538,3.948,100464.0,2.12894525,351.698,1.826,46.564,303.308,40837.0,418.0,4542.0,35877.0,4.0386171056,0.5368303999,445.2124083,46.01,35.54,5.9441,399.2151838,4.7585488908,126.3994554337,23.593730755612267,31.36328505207617,45.04298419231155,17.927960388,7.663163239,14.730241151,13.650933183,0.372319085,0.702389197,5.444836554,7.42261666,24.611560716,5.486574451,200.19,2.377481,18.8,4.7610957356,2.4288022165,10.7627303517,6.8058737606,14.7890758352,-9.546191248,11.3578529337,29.3100259067,36.3947128125,1570.657,3232.871,6.166024093,31.87,100.2828880018,13.5164331478,16.6643446024
2020,JU,73.419,87.5588842113,4.8363605209,14.6665032212,20.9686865798,58.148435691,20.8828777292,53.2954684755,6.645117889313666,90.28828326250677,2.979638046171264,0.0,1.8540699296109733,66.9220798399,8.6567017244,15.5397312419,6.695603439,48.7365998498,43.5160563313,1.0517403799,78.23426307502113,3.414,63236.0,2.4555,42.886,3.059,15.522,24.305,6388.0,1081.0,1209.0,4098.0,6.2498290528,2.5876612422,592.3727657,15.45,72.71,3.2951,151.1870224,4.7489480066,163.3092251325,27.65659147233971,46.670454289594936,25.672954238065344,9.073483852,22.758374752,27.008714646,14.471660686,0.0,11.063810819,0.0,0.0,15.623955246,0.0,31.985,2.257339,52.8,3.9806692159,2.3311453285,9.3109488852,9.2700515987,37.5888262681,-1.5608816091,17.9280731574,39.8879047337,47.3475241921,64.809,101.896,5.049550105,34.08,33.3469777596,5.471414927,2.7015963979
2021,ZH,1539.275,926.8051106669,12.1047901488,27.0763833623,19.7557291582,63.1975442985,17.0467265433,99.3387146546,80.67305967056103,3.328786303437069,5.647301438308348,0.268434079688723,9.501046391457749,24.86603760427677,26.735360509476287,32.67985122515163,21.8601960841,41.6542788559,30.3508112329,6.1347138271,82.2,3.1,104820.0814,4.05382779,1045.222,11.281,141.288,892.653,119808.0,3590.0,13257.0,102961.0,6.503158183,0.9057673892,488.1023138,46.91927434072486,38.86140929481801,3.14096,261.0,4.1,136.9,14.495863461088266,41.60594000803898,43.89819653087276,13.660914879,4.40844631,17.309270298,26.700010093,1.640260327,3.301502195,13.994563849,0.310207478,14.07711271,1.797094255,691.687,2.1841324183,27.7,5.1956658344,2.025982904,10.840315622,7.3883021708,18.3113142571,-7.5815517286,14.5922122484,22.2551382136,44.7,3421.111,5960.145,5.1,23.68,59.9447194155,8.4939328112,4.9212080728
